product_id,product_name,brand,model,category,price,image_url,product_url,stock
76,"Realme 3 Pro (6GB RAM, 64GB) - Lightning Purple",Realme,3 Pro,Mobiles,12999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,9
77,"Samsung Galaxy S9 (6GB RAM, 64GB) - Coral Blue",Samsung,Galaxy S9,Mobiles,48999,https://i.gadgets360cdn.com/products/large/1519585124_635_samsung_galaxy_s9_blue.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/samsung-galaxy-s9-4569,9
78,"Realme 3 Pro (6GB RAM, 128GB) - Carbon Grey",Realme,3 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,36
79,"Realme 3 Pro (6GB RAM, 64GB) - Nitro Blue",Realme,3 Pro,Mobiles,12999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,10
80,"Realme 3 Pro (6GB RAM, 128GB) - Lightning Purple",Realme,3 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/1555920099_635_realme3_pro_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-3-pro-13001,5
81,"Redmi Note 8 Pro (6GB RAM, 64GB) - Gamma Green",Xiaomi,Redmi Note 8 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,50
82,"Redmi Note 8 Pro (6GB RAM, 64GB) - Shadow Black",Xiaomi,Redmi Note 8 Pro,Mobiles,15999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,24
83,"Redmi Note 8 Pro (8GB RAM, 128GB) - Halo White",Xiaomi,Redmi Note 8 Pro,Mobiles,19485,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,45
84,Xiaomi Redmi 6A (16GB) - Rose Gold,Xiaomi,Redmi 6A,Mobiles,6999,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,40
85,"Redmi Note 8 Pro (8GB RAM, 128GB) - Shadow Black",Xiaomi,Redmi Note 8 Pro,Mobiles,18999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,40
86,"Redmi Note 8 Pro (6GB RAM, 128GB) - Halo White",Xiaomi,Redmi Note 8 Pro,Mobiles,17999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,5
87,"Redmi Y1 (3GB RAM, 32GB) - Gold",Xiaomi,Redmi Y1,Mobiles,9999,https://drop.ndtv.com/TECH/product_database/images/Xiaomi_Redmi_Y1_NDTV_4494_480X960_117201752030PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-y1-4494,28
88,"Realme 2 Pro (8GB RAM, 128GB) - Black Sea",Realme,2 Pro,Mobiles,18000,https://i.gadgets360cdn.com/products/large/1538037790_800_realme2_pro.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/realme-2-pro-5665,36
89,Xiaomi Redmi 6A (16GB) - Black,Xiaomi,Redmi 6A,Mobiles,7399,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,25
90,Xiaomi Redmi 6A (32GB) - Black,Xiaomi,Redmi 6A,Mobiles,5599,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,33
91,Xiaomi Redmi 6A (32GB) - Gold,Xiaomi,Redmi 6A,Mobiles,5742,https://i.gadgets360cdn.com/products/large/1528791254_635_xiaoim_redmi_6a.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/xiaomi-redmi-6a-5512,6
92,"Samsung Galaxy S9 (4GB RAM, 128GB) - Coral Blue",Samsung,Galaxy S9,Mobiles,49999,https://i.gadgets360cdn.com/products/large/1519585124_635_samsung_galaxy_s9_blue.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/samsung-galaxy-s9-4569,6
93,"Redmi Note 8 Pro (8GB RAM, 128GB) - Gamma Green",Xiaomi,Redmi Note 8 Pro,Mobiles,18999,https://i.gadgets360cdn.com/products/large/redmi-note-8-pro-db-384x800-1567137969.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/redmi-note-8-pro-price-in-india-91031,25
94,"Lenovo K8 Plus (4GB RAM, 32GB) - Fine Gold",Lenovo,K8 Plus,Mobiles,7899,https://drop.ndtv.com/TECH/product_database/images/Lenovo_K8_Plus_NDTV_4389_480X960_920201774900PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-k8-plus-4389,7
95,"Samsung Galaxy S20+ (8GB RAM, 128GB) - Cloud Blue",Samsung,Galaxy S20+,Mobiles,54999,https://i.gadgets360cdn.com/products/large/samsung-galaxy-s20-plus-376x800-1581446027.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/samsung-galaxy-s20-plus-price-in-india-91587,28
96,"Vivo V7 (4GB RAM, 32GB) - Matte Black",Vivo,V7,Mobiles,16990,https://drop.ndtv.com/TECH/product_database/images/11162017125506PM_635_vivo_v7.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/vivo-v7-4518,6
97,"Vivo V7 (4GB RAM, 32GB) - Champagne Gold",Vivo,V7,Mobiles,6999,https://drop.ndtv.com/TECH/product_database/images/11162017125506PM_635_vivo_v7.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/vivo-v7-4518,38
98,"Lenovo K8 Plus (3GB RAM, 32GB) - Venom Black",Lenovo,K8 Plus,Mobiles,4299,https://drop.ndtv.com/TECH/product_database/images/Lenovo_K8_Plus_NDTV_4389_480X960_920201774900PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-k8-plus-4389,7
99,"Vivo V7 (4GB RAM, 32GB) - Energetic Blue",Vivo,V7,Mobiles,15990,https://drop.ndtv.com/TECH/product_database/images/11162017125506PM_635_vivo_v7.jpeg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/vivo-v7-4518,35
100,"Samsung Galaxy S20+ (8GB RAM, 128GB) - Cosmic Black",Samsung,Galaxy S20+,Mobiles,54999,https://i.gadgets360cdn.com/products/large/samsung-galaxy-s20-plus-376x800-1581446027.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/samsung-galaxy-s20-plus-price-in-india-91587,36
101,"Samsung Galaxy S20+ (8GB RAM, 128GB) - Cosmic Gray",Samsung,Galaxy S20+,Mobiles,54999,https://i.gadgets360cdn.com/products/large/samsung-galaxy-s20-plus-376x800-1581446027.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/samsung-galaxy-s20-plus-price-in-india-91587,9
102,"Oppo F3 (4GB RAM, 64GB) - Rose Gold",Oppo,F3,Mobiles,17000,https://drop.ndtv.com/TECH/product_database/images/Oppo-F3-Plus_DB_2_4141_480X960_516201752201PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/oppo-f3-4141,42
103,"Oppo F3 (4GB RAM, 64GB) - Gold",Oppo,F3,Mobiles,18000,https://drop.ndtv.com/TECH/product_database/images/Oppo-F3-Plus_DB_2_4141_480X960_516201752201PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/oppo-f3-4141,34
104,"Lenovo K8 Plus (3GB RAM, 32GB) - Fine Gold",Lenovo,K8 Plus,Mobiles,10999,https://drop.ndtv.com/TECH/product_database/images/Lenovo_K8_Plus_NDTV_4389_480X960_920201774900PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-k8-plus-4389,22
105,"Lenovo K8 Plus (4GB RAM, 32GB) - Venom Black",Lenovo,K8 Plus,Mobiles,10990,https://drop.ndtv.com/TECH/product_database/images/Lenovo_K8_Plus_NDTV_4389_480X960_920201774900PM.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,https://gadgets.ndtv.com/lenovo-k8-plus-4389,46
